Key,Key Description,Type,Source,module
acquisitionSoftware,The name of the acquisition software used,STRING,http://purl.obolibrary.org/obo/MS_1001455,
acquistionSoftwareVersion,The version number of software used,NUMBER,"DSLWG,Sage Bionetworks",
age,"Age of the individual (age in years of the individual at first recorded study event (enrollment, visit, observation, sample collection, survey completion, etc.)",STRING,Sage Bionetworks,
amplicon,The general strategy by which the library was prepared,STRING,Sage Bionetworks,
assay,The analysis or technology used to generate the data in this file,STRING,Sage Bionetworks,
batchID,"ID used to identify a batch, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",STRING,Sage Bionetworks,
batchLabel,Used to supply batch label information with any string value,STRING,http://purl.obolibrary.org/obo/MS_4000088,
batchSize,The number of samples,NUMBER,Sage Bionetworks,
batchSizeUnit,The unit of measurement for number of samples in a batch,STRING,Sage Bionetworks,
blood,Type of biological material comprising the Specimen,STRING,"Sage Bionetworks,http://purl.obolibrary.org/obo/NCIT_C70713",
brain,The type of sample collected,STRING,"ImmPort,Sage Bionetworks",
bulkcell,"Specifies the type of nucleic acid (DNA, RNA, Pooled, etc.) found in a sample.",STRING,https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jspdictionary=NCI_Thesaurus&version=23.04d&ns=ncit&code=C171278&key=1146649015&b=1&n=1,
bulknuclei,"Specifies the type of nucleic acid (DNA, RNA, Pooled, etc.) found in a sample.",STRING,https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jspdictionary=NCI_Thesaurus&version=23.04d&ns=ncit&code=C171278&key=1146649015&b=1&n=1,
captiveCaptivityStatus,"When captivityStatus = captive,The status of the individual with regard to captivity. note: Wild, captive, and stranded values are applicable, especially for marine mammals. Depending on life stage terminology for individual species, other values are possible. Please let the data curation team know.",STRING,"-The%20duration%20of,-The%20status%20of,captivity%20duration,captivity%20status,https://www.animalaudiograms.org/audiogram_metadata_scheme#:~:text=of%20the%20animal.-,https://www.animalaudiograms.org/audiogram_metadata_scheme#:~:text=species%20are%20possible.-",
captivityDuration,"The duration of captivity in months for the individuals in captivity (formatted in months, ex. 72 months). note: Applicable only to animals with captivity status captive.",STRING,"-The%20duration%20of,captivity%20duration,https://www.animalaudiograms.org/audiogram_metadata_scheme#:~:text=species%20are%20possible.-",
captivityStatus,"The status of the individual with regard to captivity. note: Wild, captive, and stranded values are applicable, especially for marine mammals. Depending on life stage terminology for individual species, other values are possible. Please let the data curation team know.",STRING,"-The%20status%20of,captivity%20status,https://www.animalaudiograms.org/audiogram_metadata_scheme#:~:text=of%20the%20animal.-",
cellline,The type of sample collected,STRING,"ImmPort,Sage Bionetworks",
cellHashing,The general strategy by which the library was prepared,STRING,Sage Bionetworks,
cellType,Indicate the cell type. ,STRING,"https://bioportal.bioontology.org/ontologies/CCF/p=classes&conceptid=http%3A%2F%2Fpurl.org%2Fccf%2Fcell_type,https://www.ebi.ac.uk/ols4/ontologies/ccf/terms?iri=http%3A%2F%2Fpurl.org%2Fccf%2Fcell_type",
cleavageAgents,Name(s) of the enzyme used,STRING,Proteomics Sample Metadata,
cohort,Name of the cohort the individual belongs to,STRING,Sage Bionetworks,
commonName,"The biological species common name the individual belongs to (ex. ""Horned Lark"").note: As a default, the valid scientific name for the species should be indicated. ",STRING,https://www.ebi.ac.uk/ols4/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Fdata_1874,
consentGroupID,"Indicate the consent group for the individual, provided by the data contributor's data dictionary",STRING,Sage Bionetworks,
controlType,Control samples suitable for normalization and batch correction,STRING,https://doi.org/10.1101/2020.05.19.105197https://doi.org/10.1038/sdata.2017.140https://www-s.nist.gov/srmors/view_detail.cfmsrm=1950Sage BionetworksDSLWG,
conversionRatio,The ratio or % detailing how well the bisulfite conversion worked,STRING,Sage Bionetworks,
conversionRatioUnits,The units of measurement.,STRING,Sage Bionetworks,
countryCode,"Indicate the geographic region for the individual (shown as ex. ""840"")",INTEGER,https://wits.worldbank.org/countryprofile/metadata/en/country/all,
dpc,Unit of treatment duration,STRING,"ImmPort,Sage Bionetworks",
dataFile,"The data file provides the name of the raw file generated by the instrument. The data files can be instrument raw files but also converted peak lists such as mzML, MGF or result files like mzIdentML.",STRING,Proteomics Sample Metadata,
dataGenerationSite,The place where data from a particular specimen was generated.,STRING,Sage Bionetworks,
databaseName,"The name of the search database (nr, SwissProt or est_human, and/or mass spectral library).",STRING,http://purl.obolibrary.org/obo/MS_1001013,
databaseSource,"The name of the organization, project, or laboratory from where the database is obtained (UniProt, NCBI, EBI, other).",STRING,http://purl.obolibrary.org/obo/MS_1001012,
databaseWeblink,"An internet address that may provide details of a database or software search, as well as for labs who generate their own search method",STRING,"DSLWG,Sage Bionetworks",
dbGAP,"The public repository name for the transcript (for example, Ensembl or NCBI Gene)",STRING,Sage Bionetworks,
diagnosis,Indicate the disease or condition.,STRING,"https://www.ebi.ac.uk/ols4/ontologies/hp,https://www.ebi.ac.uk/ols4/ontologies/maxo,https://www.ebi.ac.uk/ols4/ontologies/mondo",
diagnosisStatus,"Whether the individual has been diagnosed with a condition or disease (physical and/or cognitive), ""True"" indicates the individual has been diagnosed",STRING,Sage Bionetworks,
digestionMethod,"The type of digestion - in-solution, in-gel, etc. (ex. ""in-gel digestion"")",STRING,"DSLWG,Sage Bionetworks",
directionalBSseqLibrary,Indicates whether or not the bisulfiteSeq library is directional,STRING,Sage Bionetworks,
dnaBatchID,"DNA isolation batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse,DNA isolation batch",STRING,Sage Bionetworks,
dnaBatchSize,The number of samples,NUMBER,Sage Bionetworks,
dnaBatchSizeUnit,The unit of measurement for number of samples in a batch,STRING,Sage Bionetworks,
enrichmentMethod,The method used for performing an enrichment of specific regions by a restriction enzyme digest,STRING,Sage Bionetworks,
ethnicGroupCode,"A coded value specifying the self-declared ethnic origination independent of racial origination, provided by the data contributor's data dictionary",STRING,https://ncithesaurus.nci.nih.gov/ncitbrowser/pages/concept_details.jsfdictionary=NCI_Thesaurus&version=23.04d&code=C93563&ns=ncit&type=properties&key=1040179992&b=1&n=0&vse=null,
ethnicity,Ethnicity of individual,STRING,"Sage Bionetworks,https://www.synapse.org/#!Synapse:syn25878249",
experiementalBatchSize,The number of samples ,NUMBER,Sage Bionetworks,
experiementalBatchSizeUnit,The unit of measurement for number of samples in a experimental batch,STRING,Sage Bionetworks,
extractionMethod,The name of the process used to separate a desired component of an input material from the remainder,STRING,http://purl.obolibrary.org/obo/OBI_0302884,
fastingState,Was individual fasting when the sample was taken (true/false),STRING,Sage Bionetworks,
fieldCenterCode,Name of the field center ,STRING,Sage Bionetworks,
forward,The strand from which the read originates in a strand-specific protocol,STRING,Sage Bionetworks,
fractionIdentifier,"Identifier string that describes the sample fraction. This identifier should contain the fraction number(s) or similar information. (It MUST start from 1; if the experiment is not fractionated, 1 MUST be used for each MSRun (assay).",NUMBER,"MS Ontology,Sage Bionetworks,The Proteomics Sample Metadata Project",
fragmentMassTolerance,"Units of measure are Da or ppm (ex. ""0.6 Da"" or ""20 ppm"")",STRING,Proteomics Sample Metadata,
gDNAconc,gDNA Concentration in ng,NUMBER,Sage Bionetworks,
gasFlowTemperature,"e.g., nebulization gas, cone gas, etc.",NUMBER,"Proposed minimum metadata relative to mass spectrometry,Sage Bionetworks",
gasFlowTemperatureUnit,Unit of gas flow temperature,STRING,"Proposed minimum metadata relative to mass spectrometry,Sage Bionetworks",
hasAssayControl,"Boolean flag indicating whether or not a specimen is a technical or assay control. Examples include study pools or reference pools, blanks, or internal standards.",BOOLEAN,Sage Bionetworks,
hasIonizationSource,Were the ionization conditions recorded to enable reproduction of the experiment,BOOLEAN,"Proposed minimum metadata relative to mass spectrometry,Sage Bionetworks",
ingel,"The type of digestion - in-solution, in-gel, etc. (ex. ""in-gel digestion"")",STRING,"DSLWG,Sage Bionetworks",
insolution,"The type of digestion - in-solution, in-gel, etc. (ex. ""in-gel digestion"")",STRING,"DSLWG,Sage Bionetworks",
individualID,"Identifying string linked to the individual or animal being studied, provided by the data contributor",STRING,Sage Bionetworks,
internalstandards,Control samples suitable for normalization and batch correction,STRING,https://doi.org/10.1101/2020.05.19.105197https://doi.org/10.1038/sdata.2017.140https://www-s.nist.gov/srmors/view_detail.cfmsrm=1950Sage BionetworksDSLWG,
ionProperty,Ion charge state (positive or negative-ion analysis),STRING,"Proposed minimum metadata relative to mass spectrometry,Sage Bionetworks",
isPostMortem,Was the sample taken after death (true/false),STRING,Sage Bionetworks,
isStranded,Whether or not the library is stranded.,BOOLEAN,Sage Bionetworks,
laboratoryProcedure,Procedure by which the Specimen was derived from Parent Specimen (if applicable),STRING,Sage Bionetworks,
lambdaDNAconc,Lambda DNA spike-in concentration in ng,NUMBER,Sage Bionetworks,
lensVoltages,"The skimmer/focusing lens voltages e.g., capillary voltage, etc.",NUMBER,"Proposed minimum metadata relative to mass spectrometry,Sage Bionetworks",
lensVoltagesUnit,Unit of lens voltages,STRING,"Proposed minimum metadata relative to mass spectrometry,Sage Bionetworks",
libraryBatchID,"Library batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",STRING,Sage Bionetworks,
libraryPrep,The general strategy by which the library was prepared,STRING,Sage Bionetworks,
libraryPreparationMethod,Method by which library was prepared,STRING,Sage Bionetworks,
libraryVersion,"Library Version: for example, rnaSeq 10x library version",STRING,Sage Bionetworks,
lifeStage,The life stage of the individual. note: Other values are possible depending on life stage terminology for individual species. Please let the data curation team know.,STRING,"Biological Collections Ontology,https://www.animalaudiograms.org/audiogram_metadata_scheme#:~:text=range%3A%20female%3B%20male-,https://www.ebi.ac.uk/ols4/ontologies/pato,life%20stage",
lincRNA,The type of transcript reported,STRING,ImmPort,
lncRNAenrichment,The general strategy by which the library was prepared,STRING,Sage Bionetworks,
mRNA,The type of transcript reported,STRING,ImmPort,
meanCoverage,Total number of bases covered by ATAC-seq reads/size of genome,NUMBER,Sage Bionetworks,
metabolite,the type of biospecimen subjected to analysis,STRING,http://purl.obolibrary.org/obo/NCIT_C156434,
methylSeq,The general strategy by which the library was prepared,STRING,Sage Bionetworks,
miRNAenrichment,The general strategy by which the library was prepared,STRING,Sage Bionetworks,
mitochondria,"Specifies the type of nucleic acid (DNA, RNA, Pooled, etc.) found in a sample.",STRING,https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jspdictionary=NCI_Thesaurus&version=23.04d&ns=ncit&code=C171278&key=1146649015&b=1&n=1,
modificationParameters,Modification parameters for the search engine run. [ PSI: PI http://www.w3.org/2002/07/owl#Axiom ],STRING,https://www.ebi.ac.uk/ols4/ontologies/ms/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FMS_1001055,
msAnalyteType,the type of biospecimen subjected to analysis,STRING,http://purl.obolibrary.org/obo/NCIT_C156434,
msAnalyzerTypeMS1,"Describes the mass spectrometer analyzer used to read out parent ions (quadrupole, ion-trap, time-of-flight, FT-ICR, including combinations of these for hybrid instruments)",STRING,"Proposed minimum metadata relative to mass spectrometry,Sage Bionetworks",
msAnalyzerTypeMS2,"Describes the mass spectrometer analyzer used to read out fragment ions(quadrupole, ion-trap, time-of-flight, FT-ICR, including combinations of these for hybrid instruments),Describes the mass spectrometer analyzer used to read out fragment ions (quadrupole, ion-trap, time-of-flight, FT-ICR, including combinations of these for hybrid instruments)",STRING,"Proposed minimum metadata relative to mass spectrometry,Sage Bionetworks",
msAssayTechnique,"Specified the mass spectrometer technique used or the name of the Proteomics assay used (ex. DDA),Specified the mass spectrometer technique used",STRING,"DSLWG,Sage Bionetworks",
msInstrumentModel,The model of the mass spectrometer  used,STRING,"DSLWG,Proposed minimum metadata relative to mass spectrometry,Sage Bionetworks",
msTarget,"specifies whether or not a specific molecule(s) is/are targeted for detection/measurement by the assay,Specifies whether or not a specific molecule(s) is/are targeted for detection/measurement by the assay",STRING,"DSLWG,Sage Bionetworks",
multiome,The general strategy by which the library was prepared,STRING,Sage Bionetworks,
nucleicAcidSource,"Specifies the type of nucleic acid (DNA, RNA, Pooled, etc.) found in a sample.",STRING,https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jspdictionary=NCI_Thesaurus&version=23.04d&ns=ncit&code=C171278&key=1146649015&b=1&n=1,
organ,Indicate the organ the specimen is from,STRING,http://purl.obolibrary.org/obo/NCIT_C13018,
organoid,Type of biological material comprising the Specimen,STRING,"Sage Bionetworks,http://purl.obolibrary.org/obo/NCIT_C70713",
otherAcquisitionBatchSizeUnit,When acquisitionBatchSizeUnit = other,unspecified,,
otherBatchSizeUnit,When batchSizeUnit = other,unspecified,Sage Bionetworks,
otherCleavageAgents,When cleavageAgents = other,unspecified,Sage Bionetworks,
otherDatabaseName,When databaseName = other,unspecified,Sage Bionetworks,
otherDatabaseSource,When databaseSource = other,unspecified,Sage Bionetworks,
otherDigestionMethod,When digestionMethod = other,unspecified,Sage Bionetworks,
otherDnaBatchSizeUnit,When dnaBatchSizeUnit = other,unspecified,Sage Bionetworks,
otherExperimentalBatchSizeUnit,When experimentalBatchSizeUnit = other,unspecified,,
otherExtractionMethod,When extractionMethod = other,unspecified,Sage Bionetworks,
otherLensVoltageUnits,When lensVoltageUnits = other,unspecified,Sage Bionetworks,
otherLibraryPrep,When libraryPrep = other,unspecified,Sage Bionetworks,
otherLibraryPreparationMethod,When libraryPreparationMethod = other,unspecified,Sage Bionetworks,
otherLibraryVersion,When libraryVersion = other,unspecified,Sage Bionetworks,
otherMeasurementTechnique,When measurementTechnique = other,unspecified,Sage Bionetworks,
otherModificationParameters,When modificationParameters = other,unspecified,Sage Bionetworks,
otherMsAnalyzerTypeMS1,When msAnalyzerTypeMS1 = other,unspecified,Sage Bionetworks,
otherMsAnalyzerTypeMS2,When msAnalyzerTypeMS2 = other,unspecified,Sage Bionetworks,
otherMsAssayTechnique,When msAssayTechnique = other,unspecified,Sage Bionetworks,
otherMsInstrumentModel,When msInstrumentModel = other,unspecified,Sage Bionetworks,
otherPlatformLocation,When platformLocation = other,unspecified,Sage Bionetworks,
otherProcessingBatchSizeUnit,When ProcessingBatchSizeUnit = other,unspecified,Sage Bionetworks,
otherProteomicsAssayType,When ProteomicsAssayType = other,unspecified,Sage Bionetworks,
otherReadLengthUnits,When readLengthUnits = other,unspecified,Sage Bionetworks,
otherRepositoryName,When repositoryName = other,unspecified,Sage Bionetworks,
otherRnaBatchSizeUnit,When rnaBatchSizeUnit = other,unspecified,Sage Bionetworks,
otherSampleBatchSizeUnit,When sampleBatchSizeUnit = other,unspecified,Sage Bionetworks,
otherSampleIntdocution,When sampleIntdocution = other,unspecified,Sage Bionetworks,
otherSampleType,When sampleType = other,unspecified,Sage Bionetworks,
otherSequencingBatchSizeUnit,When sequencingBatchSizeUnit = other,unspecified,Sage Bionetworks,
otherTechnologyPlatformVersion,When technologyPlatformVersion = other,unspecified,Sage Bionetworks,
otherTranscriptType,When transcriptType = other,unspecified,Sage Bionetworks,
otherVaccumPressureUnits,When vaccumPressureUnits = other,unspecified,Sage Bionetworks,
pairedEnd,"The sequencing run type,The type of run",STRING,Sage Bionetworks,
parentSpecimenID,"Unique identifier for the direct Parent from which the Specimen was derived, processed, pooled, etc. (if applicable)",STRING,Sage Bionetworks,
parentSpecimenType,Type of biological material comprising the Parent Specimen (if applicable),STRING,Sage Bionetworks,
pcrCycles,Number of PCR cycles to amplify transposased DNA fragments,NUMBER,Sage Bionetworks,
platformLocation,"The name of the laboratory, facility, vendor, company, or location where the data generation platform was located, provided by the data contributor",STRING,"DSLWG,Sage Bionetworks",
polyAselection,The general strategy by which the library was prepared,STRING,Sage Bionetworks,
precursorMassTolerance,"Units of measure are Da or ppm (ex. ""0.6 Da"" or ""20 ppm"")",STRING,Proteomics Sample Metadata,
processingBatchID,"Processing batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",STRING,Sage Bionetworks,
processingBatchSize,The number of samples,STRING,Sage Bionetworks,
processingBatchSizeUnit,The unit of measurement for number of samples in a batch,STRING,Sage Bionetworks,
protoemicsAssayType,Type of peptide quantification used (ex. Label Free),STRING,"DSLWG,Sage Bionetworks,https://www.ebi.ac.uk/ols4/ontologies/pride/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FPRIDE_0000514&viewMode=All&siblings=false",
proximityligation,The general strategy by which the library was prepared,STRING,Sage Bionetworks,
rRNAdepletion,The general strategy by which the library was prepared,STRING,Sage Bionetworks,
race,Race of individual,STRING,"Sage Bionetworks,https://jamanetwork.com/pages/inclusive-language,https://thesaurus.cancer.gov/ncitbrowser/pages/home.jsfversion=23.04d,https://www.synapse.org/#!Synapse:syn25878249",
readLength,"Number of base pairs (bp) sequenced for a read,The length of the read","NUMBER,STRING",Sage Bionetworks,
readLengthUnits,The units of measurement.,STRING,Sage Bionetworks,
readStrandOrigin,The strand from which the read originates in a strand-specific protocol,STRING,Sage Bionetworks,
reagentCatalogNumber,"If the assay reagent is a commercial product, enter the vendor's catalog identifier. If the reagent is a custom preparation enter 'NA'. ",STRING,"ImmPort,Sage Bionetworks",
reagentContact,The contact information is particularly helpful when the reagent is not from a commercial vendor.,STRING,"ImmPort,Sage Bionetworks",
reagentIDs,"One or more identifiers, separated by a semicolon (;). The reagent identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",STRING,"ImmPort,Sage Bionetworks",
reagentLotNumber,The lot number is often provided by a reagent source when the reagent is replenished over time. ,STRING,"ImmPort,Sage Bionetworks",
reagentManufacturer,"The manufacturer is the source of a reagent and may include commercial vendors as well as non-commercial sources (e.g., collaborating labs)",STRING,"ImmPort,Sage Bionetworks",
reagentName,The reagent name is an alternative to the Reagent ID,STRING,"ImmPort,Sage Bionetworks",
reagentWeblink,An internet address that may provide details of an assay reagent.,STRING,"ImmPort,Sage Bionetworks",
referenceTranscriptID,The ID for the transcript/gene. Either the NCBI ID or the Ensembl ID must be provided,STRING,Sage Bionetworks,
repositoryName,"The public repository name for the transcript (for example, Ensembl or NCBI Gene)",STRING,Sage Bionetworks,
resultUnit,The unit for the result value,STRING,Sage Bionetworks,
reverse,The strand from which the read originates in a strand-specific protocol,STRING,Sage Bionetworks,
rnaBatchID,"Isolation batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse,RNA isolation batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",STRING,Sage Bionetworks,
rnaBatchSize,The number of samples,NUMBER,Sage Bionetworks,
rnaBatchSizeUnit,The unit of measurement for number of samples in a batch,STRING,Sage Bionetworks,
runType,"The sequencing run type,The type of run",STRING,Sage Bionetworks,
sacseq,Method by which library was prepared,STRING,Sage Bionetworks,
sampleBatchID,"Sample batch lot identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",STRING,http://purl.obolibrary.org/obo/MS_1000053,
sampleBatchSize,The number of samples,STRING,Sage Bionetworks,
sampleBatchSizeUnit,The unit of measurement for number of samples in a batch,STRING,Sage Bionetworks,
sampleIntroduction,"The sample introduction and delivery. From GC, from LC, direct infusion without chromatography, direct infusion using dedicated autosampler flow rate.",STRING,"Proposed minimum metadata relative to mass spectrometry,Sage Bionetworks",
samplePrepProtocol,An internet address that may provide more details of the protocol information (web link),STRING,"DSLWG,Sage Bionetworks",
sampleType,The type of sample collected,STRING,"ImmPort,Sage Bionetworks",
samplingAge,"The calculated age of the sample, measurement is determined or coded by the data contributor. ",STRING,Sage Bionetworks,
scale,"The name of the laboratory, facility, vendor, company, or location where the data generation platform was located, provided by the data contributor,The specific version (application, manufacturer, model, lab, etc.) of a technology that is used to carry out a laboratory or computational experiment.",STRING,"DSLWG,Sage Bionetworks,http://purl.obolibrary.org/obo/NCIT_C45378",
sequencingBatchID,"Sequencing batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",STRING,Sage Bionetworks,
sequencingBatchSize,The number of samples,NUMBER,Sage Bionetworks,
sequencingBatchSizeUnit,The unit of measurement for number of samples in a batch,STRING,Sage Bionetworks,
sex,The biological sex of the individual,STRING,"Sage Bionetworks,http://purl.obolibrary.org/obo/NCIT_C28421,https://www.synapse.org/#!Synapse:syn25878249",
singlecell,"Specifies the type of nucleic acid (DNA, RNA, Pooled, etc.) found in a sample.",STRING,https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jspdictionary=NCI_Thesaurus&version=23.04d&ns=ncit&code=C171278&key=1146649015&b=1&n=1,
singlenucleus,"Specifies the type of nucleic acid (DNA, RNA, Pooled, etc.) found in a sample.",STRING,https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jspdictionary=NCI_Thesaurus&version=23.04d&ns=ncit&code=C171278&key=1146649015&b=1&n=1,
singleEnd,"The sequencing run type,The type of run",STRING,Sage Bionetworks,
snRNA,The type of transcript reported,STRING,ImmPort,
sortedcells,"Specifies the type of nucleic acid (DNA, RNA, Pooled, etc.) found in a sample.",STRING,https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jspdictionary=NCI_Thesaurus&version=23.04d&ns=ncit&code=C171278&key=1146649015&b=1&n=1,
sortednuclei,"Specifies the type of nucleic acid (DNA, RNA, Pooled, etc.) found in a sample.",STRING,https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jspdictionary=NCI_Thesaurus&version=23.04d&ns=ncit&code=C171278&key=1146649015&b=1&n=1,
speciesAge,"Age of individual (formatted in months, ex. ""72 months""). note: Uncertainty about the age might require recording age by specifying a lower and upper estimate in months for the age of the animal.",STRING,"-The%20age%20of,Sage Bionetworks,age,https://www.animalaudiograms.org/audiogram_metadata_scheme#:~:text=species%20are%20possible.-",
speciesGroup,The taxonomic ranking including both species and subspecies the individual belongs to.,STRING,https://ontobee.org/ontology/NCITiri=http://purl.obolibrary.org/obo/NCIT_C62690https://www.ebi.ac.uk/ols4/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Fdata_1045,
speciesName,"The scientific name of the species (typically a taxonomic group, ex. ""Eremophila alpestris"") the individual belongs to.",STRING,https://www.ebi.ac.uk/ols4/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Fdata_1045,
specifyAcquisitionBatchSizeUnits,"If ""other"" list units of measure",unspecified,,
specifyBatchSizeUnits,"If ""other"" list the unit of measure",STRING,Sage Bionetworks,
specifyControlType,"If ""other"" specify the control type",STRING,Sage Bionetworks,
specifyConversionRatioUnit,"If ""other"" list unit of measure",STRING,Sage Bionetworks,
specifyDNABatchSizeUnit,"If ""other"" list unit of measure",STRING,Sage Bionetworks,
specifyDatabaseName,"If ""other"" list the name of the search database",STRING,Sage Bionetworks,
specifyDatabaseSource,"If ""other"" list the name of the database source",STRING,Sage Bionetworks,
specifyDigestionMethod,"If ""other"" list the type of digestion",STRING,Sage Bionetworks,
specifyEnrichmentMethod,"If ""other"" list the method used for enrichment",STRING,Sage Bionetworks,
specifyExperimentalBatchSizeUnits,"If ""other"" list units of measure",unspecified,,
specifyExtractionMethod,"If ""other"" list the name of the extraction method",STRING,Sage Bionetworks,
specifyLensVoltageUnits,"If ""other"" provide the unit of measure",STRING,Sage Bionetworks,
specifyLibraryPrep,"If ""other"" list the name of the general strategy used to prepare the library",STRING,Sage Bionetworks,
specifyLibraryPreparationMethod,"If ""other"" list the name of the library preparation methods",STRING,Sage Bionetworks,
specifyLibraryVersion,"If ""other"" list the name of the library version",STRING,Sage Bionetworks,
specifyMSAnalyteType,"If ""other"" list the type of analyte ",STRING,Sage Bionetworks,
specifyMSAnalyzerTypeMS1,"If ""other"" is selected list the name of the mass spectrometer analyzer used",STRING,Sage Bionetworks,
specifyMSAnalyzerTypeMS2,"If ""other"" is selected list the name of the mass spectrometer analyzer used",STRING,Sage Bionetworks,
specifyMSAssayTechnique,"If ""other"" is selected list the name of the mass spectrometer technique used or the name of the Proteomics assay used",STRING,Sage Bionetworks,
specifyMSInstrumentModel,"If ""other"" is selected list the name of the instrument model",STRING,Sage Bionetworks,
specifyMeasurementTechnique,"If ""other"" is selected list the name of the measurement technique used",STRING,Sage Bionetworks,
specifyOtherCleavageAgent,"If ""other"" is selected, list the enzyme name. ",STRING,Sage Bionetworks,
specifyOtherModificationParameters,"If ""other"" is selected, list the custom modification name. We recommend using an intuitive name",STRING,Sage Bionetworks,
specifyPlatformLocation,"If ""other"" list the name of the platform location",STRING,Sage Bionetworks,
specifyPlatformVersion,"If ""other"" list the name of the platform version",STRING,Sage Bionetworks,
specifyProcessingBatchSizeUnit,"If ""other"" list units of measure",STRING,Sage Bionetworks,
specifyProteomicsAssayType,"If ""other"" is selected list the name of the type of peptide quantification used",STRING,Sage Bionetworks,
specifyRNABatchSizeUnit,"If ""other"" list unit of measure",STRING,Sage Bionetworks,
specifyReadLengthUnits,"If ""other"" provide the unit of measure",STRING,Sage Bionetworks,
specifyRepositoryName,"If ""other"" list the name of the repository",STRING,Sage Bionetworks,
specifySampleBatchSizeUnits,"If ""other"" list the unit of measure",STRING,Sage Bionetworks,
specifySampleIntroduction,"If ""other"" list the name of the sample introduction",STRING,Sage Bionetworks,
specifySampleType,"If ""other"" is selected list the type of sample",STRING,Sage Bionetworks,
specifySequencingBatchSizeUnit,"If ""other"" list unit of measure",STRING,Sage Bionetworks,
specifyTranscriptType,"If ""other"" list the transcript type",STRING,Sage Bionetworks,
specifyVacuumPressueUnits,"If ""other"" provide the unit of measure",STRING,Sage Bionetworks,
specimenAge,The subject's age at the time of specimen extraction is the individual's age (since birth) at the time a given specimen was extracted. Measured as age in years.,STRING,Sage Bionetworks,
specimenID,"Identifying string linked to a particular sample or specimen, provide by the data contributor,Identifying string linked to a particular sample or specimen, provided by the data contributor",STRING,Sage Bionetworks,
specimenIdSource,"The repository or database to which a specimenID maps; or, the group or lab that generated the specimen. For cell culture studies, the commercial source or lab that generated the cells.",STRING,Sage Bionetworks,
specimenSource,Indicate the biological area of the specimen,STRING,https://www.ebi.ac.uk/ols4/ontologies/ccf/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FUBERON_0004537&lang=en&viewMode=PreferredRoots&siblings=false,
specimenType,Type of biological material comprising the Specimen,STRING,"Sage Bionetworks,http://purl.obolibrary.org/obo/NCIT_C70713",
spectrometerFrequency,The frequency at which a spectrometer causes hydrogen atoms to resonate (in MHz),NUMBER,"DSLWG,Sage Bionetworks",
stool,Type of biological material comprising the Specimen,STRING,"Sage Bionetworks,http://purl.obolibrary.org/obo/NCIT_C70713",
studypool,Control samples suitable for normalization and batch correction,STRING,https://doi.org/10.1101/2020.05.19.105197https://doi.org/10.1038/sdata.2017.140https://www-s.nist.gov/srmors/view_detail.cfmsrm=1950Sage BionetworksDSLWG,
studyCode,"Unique identifier for the study, assigned by the DCC",STRING,Sage Bionetworks,
swabs,Type of biological material comprising the Specimen,STRING,"Sage Bionetworks,http://purl.obolibrary.org/obo/NCIT_C70713",
taxon,"Taxonomic identifier. The National Center for Biotechnology Information taxon ID (formatted as, ex. ""txid9989"")",STRING,"http://edamontology.org/data_1179,http://purl.obolibrary.org/obo/TAXRANK_0000010,https://www.ncbi.nlm.nih.gov/taxonomy",
technologyPlatformVersion,"The specific version (application, manufacturer, model, lab, etc.) of a technology that is used to carry out a laboratory or computational experiment.",STRING,"Sage Bionetworks,http://purl.obolibrary.org/obo/NCIT_C45378",
